head	rel	tail
15100	118	5998
26615	35	14754
17189	118	3464
2047	124	15672
7421	83	21125
12869	85	16893
9839	124	22718
25991	49	16893
3226	124	2393
1410	5	20004
21038	70	4389
20448	33	24275
25224	36	397
25113	16	23320
6193	106	24185
14736	28	19193
21493	115	22468
11455	62	8198
3286	33	24275
6220	70	27775
12817	33	24275
14821	103	3709
2663	70	7367
2179	5	6548
5595	115	22468
2295	33	24275
1840	110	24762
22943	23	13996
5820	48	4184
21935	62	9916
7813	118	3464
12786	106	24185
1223	93	26716
19523	70	3603
8938	124	2393
10165	25	2526
16158	27	2327
18486	129	9444
5766	35	17996
19692	28	15508
4131	5	6548
10077	49	16893
18445	118	3464
27527	33	24275
12168	71	2111
7481	124	13418
10395	5	9521
23155	83	5163
25632	27	12925
15905	49	16893
23273	103	3709
15544	16	11124
5568	128	3729
6202	70	20925
6397	70	16823
17851	72	2860
26813	49	16893
3683	124	2393
10420	53	7678
13500	120	2111
20344	70	7367
9898	53	11993
5645	121	24232
25828	118	5998
342	124	19303
24069	119	23012
17296	16	11124
6012	108	17247
8768	102	26827
5549	115	22468
23043	51	20747
23418	129	26516
10731	95	8465
11753	71	2111
23000	62	2393
20475	62	18090
11232	118	23748
20963	70	20649
13127	62	23311
8257	62	10747
25414	15	13764
3365	4	18767
24295	39	24208
25686	39	24208
11139	6	13394
10545	103	3709
15187	108	3986
24616	88	2522
3957	5	6548
16230	61	16823
1506	16	22147
18713	124	15672
440	95	11195
15599	47	6496
949	120	2111
11709	124	5183
26810	83	19811
16827	3	7567
8000	27	1641
7266	27	23611
249	37	8593
3798	16	11124
21654	83	19811
4592	76	22468
17525	115	22468
25389	40	11541
20676	28	21537
3355	108	17247
26437	23	5855
9776	53	21366
3323	28	15967
12459	102	7098
25594	30	5956
9112	115	22468
21073	116	24185
6840	66	1091
16312	62	2393
10636	62	2393
25028	45	12145
16252	70	27775
4652	15	2605
17138	124	5183
19318	25	101
13432	25	26970
22159	120	17868
23359	5	26306
14882	120	2111
22634	70	1227
25058	28	16368
9646	39	22587
23427	33	24275
18397	15	16447
22007	16	11124
11964	62	2393
23562	102	5855
9130	131	9444
6525	45	12145
3383	27	22668
10478	25	6760
7236	7	18189
15178	23	2111
27361	49	16893
10588	28	16629
17019	70	27775
7323	120	2811
855	16	11124
22758	5	11124
12357	106	24185
23265	114	27025
19571	46	8650
3519	53	7678
6904	53	11993
5486	85	24585
21132	124	2393
26828	115	22468
18913	72	13307
9650	27	17144
19498	5	9521
9418	78	22843
10313	93	24502
10627	53	11993
22697	119	23012
21933	51	12437
1738	118	3464
16404	124	2393
9958	62	19303
18683	118	26516
8996	25	2526
27465	39	24208
13266	108	17247
15404	62	2393
14673	74	13421
22673	120	12461
13743	120	2111
26128	36	12456
19009	102	26827
9254	70	11220
7640	71	2111
22724	84	21100
26584	3	23029
3415	85	19536
27376	95	1147
3520	70	15706
26995	25	2526
1978	49	15249
6631	2	20541
3720	52	17591
8936	70	7367
24869	120	17868
25853	36	22126
15416	23	26827
7258	106	24185
6565	70	5930
13761	16	23866
11201	3	27025
20650	7	11457
5617	58	2848
3552	109	26871
27435	33	24275
18306	93	24502
15283	70	27775
14002	84	794
2326	36	23025
15715	16	11124
13546	48	17880
2132	25	18548
12389	3	19631
10197	23	26827
6057	95	11195
26642	3	23029
3962	83	19811
27380	108	17247
15266	35	17996
12623	36	1943
13798	33	24275
23068	62	15672
16369	16	11124
10276	25	1204
11790	70	16335
16858	20	4074
20052	53	9381
3818	25	11989
19736	124	19303
354	7	5811
10576	62	15881
7099	25	23150
7742	115	22468
23643	25	15137
11577	49	15249
2334	93	21023
20352	16	11124
8855	66	23866
11002	124	15672
21188	93	21023
4479	33	24275
4459	5	6548
3041	119	23012
2323	88	16707
18356	16	11124
4007	124	2393
5196	5	6548
2125	70	7367
23715	124	24430
23915	25	14579
6962	117	5163
11519	70	21973
21560	33	24275
5399	5	9521
20678	33	24275
17501	5	6548
19677	16	11124
1406	16	11124
3424	120	2111
20403	91	2015
6666	115	22468
2800	40	11541
5420	5	6548
5820	124	8198
18170	4	22440
8740	66	12413
10799	2	21317
23348	83	5163
16747	5	6548
2546	58	2111
5515	25	2526
23115	39	845
25677	120	2111
18479	16	11124
9849	48	4184
17209	70	27775
16211	118	12456
2049	70	7367
18185	106	24185
10946	103	3709
6191	46	4834
17081	48	17880
25851	33	11202
1463	93	24502
4749	53	11993
7912	61	21639
21961	28	14103
20610	124	2393
7545	41	24501
17789	62	20640
4218	129	26516
4850	85	13735
10418	127	24932
21145	124	20640
23523	3	11214
15029	93	24502
20816	39	24208
4591	5	20004
705	70	21973
16777	119	512
22107	5	18594
5559	102	2111
3685	3	4096
2318	6	14953
11510	115	22468
5471	48	22843
23482	62	2089
21161	95	1147
26369	109	22548
16547	5	20004
11234	3	23029
3591	121	24232
9537	62	2393
975	49	16893
10048	13	15360
25904	49	16893
21270	76	22468
27155	28	4623
19854	33	24275
10086	5	6548
15970	118	3464
11805	53	14135
14672	58	2111
15886	16	11124
23645	62	15672
11859	102	2111
11884	39	24208
14155	5	19835
19205	58	18234
6641	107	26390
23456	109	26871
14356	119	26423
13870	116	23845
14128	115	22468
1068	118	26516
8121	131	12456
15459	70	12765
26271	1	27654
15244	70	17632
13947	115	22468
1716	33	24275
9136	53	24370
11770	124	15672
26800	16	11124
9277	109	26871
22485	3	15249
619	62	8198
6690	90	15288
22613	25	25147
21741	118	17880
5913	118	3464
12999	3	15249
5824	124	13418
10524	83	5163
1332	25	13383
2370	16	8284
22996	25	1204
20934	102	2111
19076	93	21023
15650	62	2393
9510	115	22468
8197	61	27775
9025	5	6548
2131	71	2111
12384	7	24375
13545	36	24042
26698	70	16484
15546	88	8452
3215	36	2745
19114	16	11124
6837	70	16823
18698	49	15249
26447	15	16447
26371	36	12514
9652	118	3464
16451	16	6039
24500	83	5163
24878	33	24275
24105	70	1227
12839	25	26970
26656	70	11862
15580	61	27775
16552	108	17247
23723	129	9326
1951	53	21366
27	115	22468
7647	131	12456
10684	119	15
12937	118	3464
20502	118	3464
1324	70	1227
21736	23	7098
8326	3	16893
12610	16	11124
11421	115	22468
1028	124	15672
26989	115	22468
9127	33	24275
26114	13	6669
14154	16	11124
16953	16	11124
4525	25	23150
15461	27	3283
17463	33	24275
27538	72	23240
25973	53	24370
14327	62	10229
11911	102	26827
14935	36	26516
24202	36	5250
789	70	20340
8262	16	11124
311	120	2111
10299	103	3709
18636	58	22755
24169	4	18767
21193	5	19835
22071	115	22468
6192	27	23542
23535	103	3709
14281	3	15249
23777	23	26827
18253	124	8198
12399	120	2111
12921	118	3464
2518	27	12925
23777	118	3464
27477	33	24275
7713	13	5347
4055	115	22468
6571	51	12437
748	25	25188
13903	16	22147
16759	62	2393
18805	13	9048
11252	119	15302
2668	5	6548
13650	129	26410
14453	39	24208
21855	45	11862
1337	5	9521
15475	51	20747
26419	5	9521
1968	7	24539
23494	10	26289
19254	88	8452
25739	124	5518
11160	3	15249
22270	90	18268
16474	16	8284
11976	36	22243
5792	53	24370
14306	51	20747
2997	109	13579
20310	28	27576
1471	120	4589
18514	121	24232
7667	70	17632
16828	124	2393
24407	36	5163
11731	70	21113
24336	135	22468
1803	25	27044
12826	70	14564
10584	27	3782
26008	58	2848
26533	82	17208
16167	4	18767
5753	124	2393
925	115	22468
20278	25	1204
24313	62	19303
16292	62	15672
398	12	9521
16967	62	26752
16881	115	22468
23717	95	22650
24242	5	6548
17002	25	2526
15892	118	24806
20263	51	20747
16851	5	19835
13280	77	2854
1772	102	5855
16972	134	17980
15502	62	3620
18330	62	10229
13108	106	24185
13607	33	17785
26206	118	2515
10281	82	8024
17953	2	9562
24926	118	17880
20897	118	8755
7310	118	17880
15238	49	15249
23949	11	22468
5691	3	19536
5674	132	1780
18917	7	4828
18953	3	23029
3099	70	15028
11520	124	7106
20475	25	20506
2557	118	1193
4899	118	3464
2387	62	15672
22102	70	7367
9866	33	24275
20507	110	13620
16775	82	13358
15578	7	7380
11012	25	15265
27157	115	22468
13118	18	3709
16931	108	17247
20595	102	26827
20282	95	9200
23773	25	18407
2808	85	23029
2752	115	22468
25058	28	25767
3903	115	22468
815	31	21268
14695	115	22468
22629	95	8755
10407	33	24275
26154	3	11214
6600	70	7367
8886	124	5183
24703	33	24275
12485	33	24275
3009	70	27775
8743	5	6548
20015	83	19811
17585	66	26347
15017	83	5163
20201	103	3709
22623	16	11124
27816	5	9521
9537	102	5855
5617	62	15672
2971	58	21268
16186	115	22468
9079	20	21181
9589	53	13667
12745	70	7367
23563	33	24275
14414	58	2111
19587	93	3788
7117	83	19811
26367	115	22468
9512	83	19811
20942	62	8198
2615	5	20004
12320	5	6548
4814	3	15249
11810	97	15314
4142	95	3729
13908	16	11124
24043	27	13482
22767	115	22468
21587	119	221
12768	33	24275
7185	124	23286
25659	103	3709
21111	85	11214
19737	16	11124
26114	33	24275
1443	120	2111
21672	118	3464
12222	120	2111
26120	53	11993
9755	5	19835
1439	48	12456
349	62	15672
15761	70	7367
5397	33	24275
17010	107	1224
24841	5	20004
25203	124	23586
22864	53	1559
12088	2	23982
27828	28	19415
948	115	22468
22492	33	24275
212	19	489
24604	25	13359
14594	25	5197
4744	93	24502
20095	120	2111
6881	3	15249
5780	3	15249
25424	23	7098
27868	107	26390
16567	23	7098
8027	87	3709
14535	115	22468
19613	124	19303
14107	4	18767
4511	23	7098
19197	118	18166
7247	57	17980
14027	5	6548
12754	129	12456
16562	103	3709
10780	33	17785
17153	7	24375
10257	108	3986
24186	53	2846
12363	39	8400
1959	109	26871
10141	115	22468
20672	58	2111
12777	62	2393
22518	25	101
19082	33	24275
5670	115	22468
21669	53	21366
21483	23	26827
27730	31	21268
7063	7	4842
22772	131	20147
20954	119	15302
15754	62	24430
18832	83	19811
9028	53	21366
3990	103	3709
5882	110	13620
14851	3	13735
7693	39	24208
10057	23	5855
4037	58	2111
9967	62	11531
2334	36	22843
14587	124	15672
2417	25	13359
19641	71	2111
15705	25	27044
14029	2	23982
20879	115	22468
18079	120	2111
11280	45	21556
9639	58	21268
25980	2	26827
23409	33	24275
11639	70	4389
950	23	26827
23707	37	23370
10478	70	7367
18206	33	24275
27063	16	11124
5771	121	7091
23021	102	5855
2626	5	6548
12115	62	9601
25862	115	22468
8244	118	13868
5135	72	10602
26840	33	22942
20056	53	21366
7963	62	776
20994	106	24185
27296	53	7678
23130	115	22468
8214	5	6548
8109	48	26516
21248	53	11993
14245	33	24275
14575	77	2854
1670	27	15953
8516	39	12827
25255	119	15302
16825	117	5163
16445	5	19835
6478	129	2846
17192	62	19303
18621	115	22468
12805	25	21817
24149	33	24275
14707	93	21023
11627	36	4184
26315	12	19835
27088	3	11224
26107	93	26716
16606	130	3610
13347	16	3521
1492	36	5163
4989	53	11993
6643	37	12827
992	5	20004
21778	36	4184
10455	70	7367
7241	128	13667
27058	62	8198
21633	33	24275
5763	120	2111
11353	124	2393
26101	23	7098
27791	71	2111
593	48	4184
6281	3	27025
16403	85	11214
21988	62	9916
17531	95	9381
26833	23	13996
26930	62	13868
1589	16	11124
9653	5	9521
20900	33	24275
25265	36	19882
8340	106	24185
1767	93	24502
11610	119	21269
1419	16	11124
19941	115	22468
2119	62	24430
22192	80	15864
12382	16	6793
17706	131	19811
2109	103	19942
4081	16	11124
27496	118	3464
4456	45	20068
8741	33	24275
9842	62	15672
21300	118	2515
5044	129	1730
21573	16	6548
2235	33	24275
14183	118	1193
4214	54	11136
18458	106	24185
3410	51	20747
15031	61	11541
25171	23	7098
9913	31	10721
25542	124	5518
21261	25	16627
18830	83	19811
21470	20	21181
10405	35	17996
11759	85	11214
17858	83	5163
20606	115	22468
12711	121	8755
9198	120	2111
21788	51	20747
13785	16	6793
17462	3	15249
10054	7	24375
19288	10	13837
4185	5	6548
11936	109	26871
24906	25	101
11234	53	11993
12536	25	5090
15756	33	24275
18534	106	24185
18703	3	11214
24534	115	22468
17188	95	2412
16074	5	6548
16321	124	22718
13270	125	5342
24156	25	1204
14429	53	11993
12448	118	3464
1321	111	27089
5391	5	9521
5403	1	27654
4301	83	5163
8215	70	7367
8881	5	11124
22963	71	2111
17130	25	5469
22713	19	26771
3178	11	22468
26732	129	22126
6410	70	27775
21581	39	24208
23997	12	20004
26939	70	7367
18033	110	19811
8383	102	7098
175	5	6548
21683	5	9521
24560	120	2111
17216	7	6115
2197	62	19303
12891	6	14953
18599	62	11531
8959	102	26827
6801	2	23982
12950	103	3709
12956	20	6424
19473	107	26390
5427	115	22468
1957	117	19005
7338	62	15672
27745	93	21023
10759	36	19811
20103	71	2111
20690	90	2876
5894	119	23012
11428	62	2393
17053	3	11214
19007	33	24275
14235	62	11407
22960	27	16249
18939	40	11541
6640	124	15672
17938	5	11124
1727	115	22468
22216	120	2111
24876	118	3464
8808	3	11214
17550	124	5518
7850	115	22468
11289	102	2111
16876	16	11124
25160	27	6204
18872	62	22965
10674	120	2111
11508	62	15672
549	62	17986
8954	62	11531
4625	48	17880
4173	33	24275
21302	118	12456
22861	33	24275
11487	95	8584
17017	5	9521
19527	95	9381
11487	2	13044
11603	120	2811
17630	62	10229
14049	85	16893
5951	120	2111
24617	120	2111
18707	7	24375
3578	3	16893
4125	11	22468
14719	49	3817
12702	33	24275
23839	53	11993
7620	26	20269
14119	53	21366
15494	25	18597
6392	83	19811
11073	3	11214
13980	3	11214
27384	33	24275
5776	110	19811
22094	5	6548
7954	83	23503
3533	77	22126
7290	90	11993
12963	129	9326
28	47	6227
21887	124	8198
5648	129	19811
10563	111	2677
4590	119	15
15898	119	23012
3725	119	10246
24630	4	18767
4684	23	5855
4498	3	16893
10202	115	22468
26813	85	11214
27106	16	18648
18613	31	27668
20968	33	24275
25107	94	3012
13708	61	27775
16730	25	12888
8555	35	17996
7492	16	11124
3090	115	22468
20253	124	13418
27174	116	24185
17752	111	27089
26518	25	27463
14632	70	15706
15870	23	7098
14842	63	3409
25589	119	26906
26576	33	24275
9054	49	16893
6908	5	9521
21415	7	24375
17042	53	16382
24841	83	19811
13135	36	9444
6425	27	17144
26294	49	15249
24349	3	13735
16734	85	11214
8326	49	16893
17669	83	5163
1418	102	26827
4730	124	18090
13851	28	16650
23166	124	25328
23118	33	17785
479	109	1765
19804	31	18234
6527	85	11214
24945	53	21366
15835	3	19631
11935	53	11993
27572	60	26499
13389	48	17880
27492	4	18767
17356	115	22468
16059	25	101
26689	3	4954
14819	33	24275
5888	118	12456
26996	16	5047
27072	53	21366
9000	62	11531
6148	120	2111
9776	16	11124
22224	114	7256
21974	115	22468
25807	53	7678
1995	62	15672
11832	70	7367
14748	27	23542
21301	23	26827
16594	16	11124
23942	62	2393
12426	49	15249
16296	3	11214
12404	28	22333
10973	97	11993
20869	33	24275
12784	131	5171
17350	120	2111
912	39	22587
20683	93	24502
1477	3	16893
5136	71	2111
27901	25	2526
19762	51	20747
8523	124	2393
14839	3	13735
18479	25	808
11298	5	6548
17990	70	5930
12489	36	3464
23084	120	2111
14819	16	11124
10820	5	19835
21044	70	16335
22540	36	12456
6587	36	5171
5785	39	8593
14236	9	22468
15916	48	5250
6041	36	12456
14651	124	16025
10911	93	26716
16721	39	24208
26953	3	15249
16969	102	5855
19961	23	26827
9567	33	24275
16157	5	9521
24381	36	26516
4479	115	22468
11801	70	27775
10194	103	3709
23404	13	9048
1500	128	13667
19308	70	22548
11544	95	2846
13446	70	5930
23686	24	6153
9226	115	22468
3341	16	11124
20381	120	2111
1452	85	19536
11604	95	14115
2868	83	19811
9198	5	6548
18011	5	6548
1924	28	11272
25335	62	2393
4225	3	23029
4715	16	11124
16389	71	2111
16996	135	22468
25792	71	2111
10498	115	22468
153	58	2111
17685	62	5518
3249	3	11214
1315	83	5163
10265	120	2111
5861	77	1943
3736	120	2111
7072	71	2111
24839	3	23029
21176	5	19835
21694	70	16335
20451	124	2393
6960	109	8875
20254	7	25413
25721	62	22718
14728	70	16335
23583	106	24185
5417	119	23012
17834	36	18166
7025	90	1147
1402	102	26827
2394	120	2111
25946	124	11531
11229	36	5150
9593	27	5199
12391	115	22468
14487	5	9521
4769	93	3788
20290	3	11214
1106	33	24275
4078	70	16823
502	117	5163
24457	48	4184
20965	93	518
1813	119	23012
2942	70	16823
1185	53	8002
2591	23	7098
6508	70	27775
13481	33	24275
24292	118	3464
464	16	11124
23486	71	2111
6796	62	15672
24833	27	13143
21753	70	21973
7536	83	7572
15720	120	2111
9171	85	19536
6745	7	24375
16139	5	19835
7568	120	2111
392	33	24275
12709	2	23982
9316	25	101
26675	46	17996
22211	118	3464
18384	70	17577
3292	3	11214
16169	5	19835
20436	61	27775
21066	3	11214
11477	128	13667
4356	120	17868
24435	53	11993
26492	66	22147
6210	23	26827
2394	71	23235
13780	16	11124
8815	16	11124
6412	62	15881
8461	70	27634
5112	115	22468
19937	124	13507
7304	3	24375
27565	48	4184
926	119	221
8537	33	24275
5481	120	2111
16367	33	24275
3789	25	1367
13448	53	16664
7956	83	19811
26220	3	16893
11906	55	12176
3853	16	11124
20934	33	24275
13674	108	17247
16389	58	2111
4388	70	13394
18319	124	2393
2599	25	2526
13584	3	11214
14866	36	4120
2986	70	27775
18830	48	2846
21157	85	11214
19172	25	27044
17334	66	3521
4536	70	5930
22264	33	24275
21003	124	24430
19113	102	26827
9689	62	11531
19401	109	26871
17687	121	24232
7486	16	11124
23102	5	6548
6750	62	15672
13625	39	24208
19674	25	49
23639	106	24185
3950	120	2111
22174	78	17880
1208	83	8887
24904	53	8002
22881	7	18189
1892	118	26516
16159	71	2111
20032	70	27775
12588	102	2111
5050	115	22468
17905	93	24502
20611	64	2217
5517	15	16447
8349	53	7678
10285	23	5855
5623	95	21366
1562	3	11214
27670	53	21366
11303	121	24232
15294	3	15249
17356	53	21366
13043	119	21766
6885	62	2393
16660	77	26541
17630	124	16025
21159	62	2393
17664	115	22468
14139	109	27082
3652	49	16893
16282	4	18767
3443	93	24502
9579	103	3709
14999	129	12456
12873	71	2111
1511	25	27044
14587	51	20747
21442	95	11195
5114	33	24275
9399	119	221
3700	70	1044
20859	82	13358
13316	33	24275
10122	33	24275
4953	120	2111
9565	63	26546
18735	106	24185
4186	4	18767
16515	102	18120
24266	5	6548
20087	28	1556
1906	70	11862
1921	120	2111
25956	131	12518
3040	51	20747
20904	5	19835
7311	66	12413
9293	62	5183
18169	40	11541
1400	120	2111
27305	109	26871
10433	62	10965
23411	47	21093
1892	70	16823
26653	111	25164
21674	48	1999
21535	77	3368
16678	115	22468
18192	70	27775
21362	93	21023
19891	15	16447
22899	23	26827
24092	33	11202
26254	95	11195
24308	33	17785
20727	85	16893
17620	5	19835
6211	3	3817
14935	118	10470
17916	25	101
14997	16	11124
3089	115	22468
25212	85	11214
10056	53	25585
12595	62	16025
24040	124	2393
9175	16	11124
11259	53	8002
25788	115	22468
23316	20	10428
22412	95	8002
3272	93	21023
22610	49	15249
26318	33	24275
5879	39	12827
8467	106	24185
2415	3	16893
22389	82	7052
2855	36	11195
20032	23	26827
10826	119	15302
8771	58	2848
15267	70	5930
20594	121	23805
21943	2	6406
14771	78	3464
24018	115	22468
12882	62	11531
4413	53	10429
10289	124	5183
17382	49	16893
351	27	4152
26474	62	2856
20475	61	16535
8826	116	23845
25853	3	11214
843	77	3368
18456	33	24275
16593	33	24275
27496	119	22739
13906	16	4912
6308	23	26827
19707	18	3709
21604	70	21130
20647	58	2111
15747	7	24375
424	10	26289
26743	49	16893
11062	106	24185
9107	49	15249
18103	15	26108
23315	27	23542
21033	30	23625
6159	45	21556
10	31	27668
23424	25	21780
18629	63	21522
14551	115	22468
24385	16	11124
23275	120	2111
38	3	11224
12913	119	221
8555	66	5047
18490	5	6548
14284	108	17247
19236	112	25200
22172	120	2111
16570	121	24232
8663	62	11531
20487	118	12327
24532	36	26410
8873	16	11124
7511	16	11124
19833	106	24185
13700	5	6548
3144	70	13394
21695	37	12827
22750	118	1632
25474	124	11407
17757	3	15249
2622	62	15881
22745	88	8452
12956	39	12827
2324	124	22718
20896	107	1999
4825	106	24185
17635	131	21128
15317	33	24275
26059	103	3709
25469	85	16893
21939	95	9381
19830	111	21467
3258	120	2111
19020	71	2111
19832	25	101
1838	111	21467
7870	111	18656
18947	115	22468
19592	67	7678
3510	115	22468
9414	33	24275
8028	49	3817
12809	123	23029
26916	53	19745
6671	71	6364
18783	20	3709
10210	16	11124
200	50	11669
25439	33	22942
1064	133	9097
19473	16	11124
17923	131	4184
1003	120	2111
9043	36	17880
10248	51	20747
8441	71	2111
16115	36	17011
25037	115	22468
6083	16	11124
22261	33	24275
5892	106	24185
15041	120	2111
17886	36	8644
22408	33	24275
15352	120	2111
4533	33	24275
10798	116	23845
17942	5	6548
4352	77	12678
14539	62	2393
9318	121	24232
7729	27	10355
16298	120	2111
4816	78	3464
16613	119	21079
9140	120	2111
26132	120	12461
10226	93	26716
2953	70	1227
3370	121	24232
25176	33	24275
9386	106	24185
14839	109	27082
14204	70	27775
8800	118	3464
22393	62	16025
7565	53	18768
4740	33	24275
21498	53	865
17395	33	24275
4002	25	101
22967	25	18597
15610	5	9521
2361	70	13249
22277	5	19835
22801	95	8584
9183	72	13307
19920	70	6913
23098	3	26142
27203	6	14953
23558	5	6548
6479	7	24375
20834	53	7678
12695	109	26871
16181	53	24370
17744	62	10229
5329	7	5811
19927	87	7477
22983	33	24275
20849	27	2327
25020	16	11124
16405	62	2773
26049	62	10229
11769	124	19303
21751	70	12109
22747	33	24275
27057	36	5250
7759	120	2111
16221	25	23150
8929	3	15249
9696	70	1227
1099	115	22468
2253	70	4424
12001	74	18823
4179	33	24275
22738	120	2111
54	62	15672
16991	71	2111
12659	23	7098
18737	41	11640
15090	16	18648
4270	25	1204
19883	115	22468
10697	5	11124
8904	62	10229
24750	70	5930
11493	127	15240
22359	33	24275
21626	33	24275
17488	5	6548
10989	70	5163
15902	20	10732
9684	33	24275
14973	13	9048
3945	15	22614
21289	3	23029
11201	58	2111
16099	16	6793
4205	88	16707
14321	66	7292
22978	28	23790
23041	124	8198
8702	23	2111
19756	27	13143
3188	115	22468
8134	5	6548
27482	49	15249
21014	119	23012
2955	115	22468
6635	16	11124
15772	103	3709
23208	36	1943
4442	3	11214
1415	58	2111
15425	95	25913
26147	20	3709
25976	77	12456
18050	62	2393
13075	120	2111
13215	94	16999
13992	33	24275
5375	33	24275
13466	13	27327
11370	40	25375
15478	62	2393
5219	25	23150
15124	124	2393
11130	5	6548
14717	107	26390
15486	70	16756
22670	62	5518
3642	5	6548
17038	27	25961
2060	2	23982
23854	69	3940
27734	95	8584
8764	124	8198
25174	62	15672
10533	5	6548
9146	119	23012
963	124	5518
14122	33	24275
26	66	6793
12126	53	21366
3919	25	22176
7646	124	11863
25311	120	2111
27269	115	22468
671	5	6548
12238	115	22468
27258	33	24275
20588	70	5930
22344	119	23012
2390	3	26772
11110	5	19835
22723	40	11541
25532	49	16893
421	62	15672
9119	33	24275
27111	58	2848
17415	16	11124
21392	36	397
11519	62	8198
13712	53	27089
24458	92	7330
12789	3	23029
22289	53	1559
20514	66	26347
26155	53	7678
14337	66	18648
1604	115	22468
18534	13	17930
16540	5	20004
7275	16	8284
24287	3	11214
9622	36	19811
2303	16	11124
16635	16	11124
2707	118	1193
15091	18	4351
21777	85	26772
24024	25	26094
12655	120	17868
9700	25	23150
8233	62	22718
23356	61	27775
5471	115	22468
22530	3	15249
14466	2	23982
1262	45	12145
6028	58	14531
14069	102	5855
5820	128	3729
17157	48	1730
9463	66	5047
15150	115	22468
11843	48	4184
22252	5	20004
11248	36	4184
18338	102	7098
7304	5	9521
9439	33	24275
22249	16	11124
3839	33	24275
22324	16	23320
19822	2	21567
15386	71	2111
9885	119	27535
14947	71	2111
16101	102	2111
15989	101	25957
6549	5	20004
2699	25	17955
12429	107	26390
4343	70	1227
1419	5	6548
27678	33	24275
18505	5	6548
9207	45	21355
10650	129	2846
18231	23	7098
17045	80	15864
5158	115	22468
4396	129	12456
3211	129	397
25841	108	17247
22707	70	1227
21271	33	24275
8319	62	15672
27731	33	24275
6818	58	21268
16808	16	11124
19205	25	2526
11979	27	9058
24886	20	10428
738	120	2111
27796	2	23982
24089	36	22168
24174	35	17996
10856	3	11214
17114	115	22468
11234	33	24275
1448	115	22468
7341	129	2854
20484	115	22468
15349	53	1147
5712	2	26827
19171	16	11124
15764	48	2846
24677	119	22524
9049	124	2393
10805	39	23370
22723	4	18767
18787	28	1259
3693	95	1147
13386	70	26827
27457	131	397
7888	124	5518
10904	120	2111
20387	20	10732
7346	16	11124
19653	49	15249
13136	36	26410
6383	36	4184
2281	3	23029
22092	102	7098
18877	119	26906
13712	25	12888
9344	118	3464
22643	106	24185
20778	7	24375
5148	119	10246
17271	25	23150
9679	28	17308
619	62	11863
9638	5	20004
1445	49	16893
12754	49	15249
23440	95	1147
15590	119	26906
21186	115	22468
3217	120	20931
6567	102	26827
18304	39	12827
20573	120	2111
509	71	2111
27355	33	24275
14129	117	5163
12387	115	22468
19626	16	11124
22911	45	11862
17694	64	2217
11665	120	2111
11031	118	8131
1535	28	22271
11157	3	3817
25812	27	9058
9471	83	5163
20574	27	132
23465	120	2111
17481	16	11124
18360	3	20161
9862	124	1588
16798	124	15672
8928	16	11124
14941	129	12456
6391	131	1186
13211	124	2393
2728	33	24275
11727	120	2111
21418	3	15249
12757	71	2111
17464	16	11124
5852	11	22468
15752	126	25413
24711	5	6548
7451	120	2111
4125	50	1205
20991	76	22468
6626	25	9417
7201	45	21852
8053	129	12456
15744	115	22468
25553	62	15672
973	115	22468
11791	16	11124
14799	36	7139
16318	124	13418
9426	58	21268
6304	115	22468
6889	39	12827
16608	133	14274
15824	5	6548
5837	53	2412
8206	23	2111
1989	25	27044
7074	115	22468
3279	49	15249
9379	5	6548
24478	27	6647
18913	124	2393
299	115	22468
20613	115	22468
11130	118	3464
27194	26	5791
1961	93	24502
8647	27	13143
21218	3	7567
26669	78	17880
948	62	15672
11285	48	16981
27248	62	25328
23263	85	11214
737	16	11124
7446	4	7
6109	70	27777
13134	5	9521
2295	58	2111
18940	120	2111
14602	121	24232
16282	5	6548
11852	115	22468
22069	33	24275
19464	85	19536
921	93	21023
1492	129	9326
4545	15	16447
20825	115	22468
27901	115	22468
9458	3	16893
22391	36	17880
15773	4	18767
19837	13	16659
22935	53	2412
27006	109	26871
12927	93	24502
11225	103	3709
17191	129	12456
5184	7	15198
19615	118	3464
19767	25	13359
4034	53	5970
10043	85	16893
23295	92	1734
12685	33	24275
18368	7	588
12559	111	16653
24067	16	11124
16711	76	22468
6415	5	6548
24217	36	17880
9170	62	2393
11949	2	14678
25170	25	5197
7297	71	24059
20317	5	6548
20081	25	26094
17045	53	13667
21577	61	27775
8256	119	23012
21665	70	16823
16617	115	22468
21298	115	22468
24913	27	12925
19675	16	11124
15692	36	9444
15443	25	5090
10857	118	3464
27791	103	3709
23429	129	9444
9842	25	9417
2164	11	22468
86	10	25462
20330	120	2111
22667	102	26827
13066	7	18189
25125	115	22468
22351	27	13143
6899	95	24370
6829	62	8198
16028	47	6000
25530	109	1323
14726	110	13620
5900	61	17632
10789	27	1158
15527	102	5855
5863	62	15672
24244	25	22817
11050	3	13735
9040	124	8198
21742	27	23611
24062	33	24275
1512	119	23012
7200	120	2111
14425	49	15249
6078	115	22468
6343	120	2111
23973	48	1379
19848	118	3464
17202	49	3817
18593	48	19811
20380	36	21567
84	102	26827
18735	62	12791
13845	85	11214
17421	120	2111
19930	33	24275
6328	70	13394
7785	124	25328
4645	61	16535
19259	108	17247
21694	124	8198
19036	62	8198
14599	2	23982
13104	25	13924
23636	7	5811
8842	62	8198
5355	124	22718
11151	124	19303
13513	20	23966
16510	33	24275
9677	109	26871
10923	3	15249
23358	25	27044
15516	62	14
26710	28	21808
382	71	2111
